scientificName,latitude,longitude,country,year,month,day
Arabidopsis thaliana (L.) Heynh.,43.165735,-77.447676,United States of America,2024.0,3.0,8.0
Arabidopsis thaliana (L.) Heynh.,37.346781,-122.143114,United States of America,2024.0,3.0,8.0
Arabidopsis thaliana (L.) Heynh.,40.680263,-73.564347,United States of America,2024.0,3.0,9.0
Arabidopsis thaliana (L.) Heynh.,35.85778,-79.156533,United States of America,2024.0,3.0,4.0
Arabidopsis thaliana (L.) Heynh.,40.73457,-73.763289,United States of America,2024.0,3.0,10.0
Arabidopsis thaliana (L.) Heynh.,40.736055,-73.40328,United States of America,2024.0,3.0,12.0
Arabidopsis thaliana (L.) Heynh.,40.625842,-73.59292,United States of America,2024.0,3.0,12.0
Arabidopsis thaliana (L.) Heynh.,40.601861,-73.57763,United States of America,2024.0,3.0,12.0
Arabidopsis thaliana (L.) Heynh.,40.760543,-73.455573,United States of America,2024.0,3.0,12.0
Arabidopsis thaliana (L.) Heynh.,40.617873,-73.587862,United States of America,2024.0,3.0,12.0
Arabidopsis thaliana (L.) Heynh.,36.97672,-121.807487,United States of America,2024.0,3.0,14.0
Arabidopsis thaliana (L.) Heynh.,40.171155,-75.028192,United States of America,2024.0,3.0,15.0
Arabidopsis thaliana (L.) Heynh.,45.544224,-122.394025,United States of America,2024.0,3.0,15.0
Arabidopsis thaliana (L.) Heynh.,39.966026,-75.176039,United States of America,2024.0,3.0,15.0
Arabidopsis thaliana (L.) Heynh.,40.654001,-73.997502,United States of America,2024.0,3.0,16.0
Arabidopsis thaliana (L.) Heynh.,45.490646,-122.645271,United States of America,2024.0,3.0,16.0
Arabidopsis thaliana (L.) Heynh.,36.092061,-94.171433,United States of America,2024.0,3.0,16.0
Arabidopsis thaliana (L.) Heynh.,44.110808,-122.922356,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.686126,-73.900792,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,39.833603,-75.004864,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.684853,-73.909856,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.686046,-73.900831,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,41.745089,-70.460832,United States of America,2024.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,45.317287,-122.604857,United States of America,2024.0,3.0,18.0
Arabidopsis thaliana (L.) Heynh.,46.728925,-117.164619,United States of America,2024.0,3.0,19.0
Arabidopsis thaliana (L.) Heynh.,40.738769,-73.774652,United States of America,2024.0,3.0,19.0
Arabidopsis thaliana (L.) Heynh.,44.591568,-123.272958,United States of America,2024.0,3.0,20.0
Arabidopsis thaliana (L.) Heynh.,41.8812,-71.360717,United States of America,2024.0,3.0,20.0
Arabidopsis thaliana (L.) Heynh.,45.250539,-123.048927,United States of America,2024.0,3.0,20.0
Arabidopsis thaliana (L.) Heynh.,40.796883,-73.466853,United States of America,2024.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,45.710581,-121.373733,United States of America,2024.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,39.070122,-77.465408,United States of America,2024.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,35.980563,-78.956803,United States of America,2024.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,33.633,-83.868295,United States of America,2024.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,40.678703,-73.561803,United States of America,2024.0,3.0,22.0
Arabidopsis thaliana (L.) Heynh.,45.338038,-122.587866,United States of America,2024.0,3.0,23.0
Arabidopsis thaliana (L.) Heynh.,45.572497,-122.646817,United States of America,2024.0,3.0,23.0
Arabidopsis thaliana (L.) Heynh.,38.343567,-81.631992,United States of America,2024.0,3.0,25.0
Arabidopsis thaliana (L.) Heynh.,40.124004,-75.000353,United States of America,2024.0,3.0,25.0
Arabidopsis thaliana (L.) Heynh.,38.175363,-75.445459,United States of America,2024.0,3.0,26.0
Arabidopsis thaliana (L.) Heynh.,40.729543,-73.762945,United States of America,2024.0,3.0,26.0
Arabidopsis thaliana (L.) Heynh.,39.918823,-76.999469,United States of America,2024.0,3.0,25.0
Arabidopsis thaliana (L.) Heynh.,41.899236,-72.072567,United States of America,2024.0,3.0,27.0
Arabidopsis thaliana (L.) Heynh.,34.612237,-86.567475,United States of America,2024.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,45.450423,-123.329317,United States of America,2024.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,47.98039,-122.516046,United States of America,2024.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,35.480953,-85.97423,United States of America,2024.0,3.0,29.0
Arabidopsis thaliana (L.) Heynh.,40.601847,-73.926613,United States of America,2024.0,3.0,31.0
Arabidopsis thaliana (L.) Heynh.,40.601142,-73.925208,United States of America,2024.0,3.0,31.0
Arabidopsis thaliana (L.) Heynh.,35.950612,-83.693628,United States of America,2024.0,3.0,31.0
Arabidopsis thaliana (L.) Heynh.,33.893809,-83.309634,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,44.567501,-123.2819,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,44.567416,-123.281724,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,44.701377,-123.207172,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,40.676797,-73.55918,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,45.482069,-122.806441,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,35.863251,-82.174629,United States of America,2024.0,4.0,3.0
Arabidopsis thaliana (L.) Heynh.,41.367092,-71.672522,United States of America,2024.0,4.0,2.0
Arabidopsis thaliana (L.) Heynh.,34.066774,-118.440509,United States of America,2024.0,4.0,2.0
Arabidopsis thaliana (L.) Heynh.,41.504459,-81.69457,United States of America,2024.0,4.0,4.0
Arabidopsis thaliana (L.) Heynh.,46.752672,-122.117692,United States of America,2024.0,4.0,4.0
Arabidopsis thaliana (L.) Heynh.,44.563522,-123.330918,United States of America,2024.0,4.0,4.0
Arabidopsis thaliana (L.) Heynh.,44.562962,-123.33033,United States of America,2024.0,4.0,4.0
Arabidopsis thaliana (L.) Heynh.,44.562923,-123.329506,United States of America,2024.0,4.0,4.0
Arabidopsis thaliana (L.) Heynh.,43.151926,-77.580454,United States of America,2024.0,4.0,5.0
Arabidopsis thaliana (L.) Heynh.,40.726463,-74.699097,United States of America,2024.0,4.0,5.0
Arabidopsis thaliana (L.) Heynh.,42.493529,-71.243533,United States of America,2024.0,4.0,7.0
Arabidopsis thaliana (L.) Heynh.,39.699635,-75.781924,United States of America,2024.0,4.0,7.0
Arabidopsis thaliana (L.) Heynh.,35.035686,-89.236472,United States of America,2024.0,4.0,7.0
Arabidopsis thaliana (L.) Heynh.,40.97401,-74.053628,United States of America,2024.0,4.0,7.0
Arabidopsis thaliana (L.) Heynh.,39.261013,-87.637147,United States of America,2024.0,4.0,9.0
Arabidopsis thaliana (L.) Heynh.,39.610025,-74.359642,United States of America,2024.0,4.0,9.0
Arabidopsis thaliana (L.) Heynh.,40.631378,-73.457962,United States of America,2024.0,4.0,10.0
Arabidopsis thaliana (L.) Heynh.,40.697245,-73.431393,United States of America,2024.0,4.0,10.0
Arabidopsis thaliana (L.) Heynh.,39.415462,-86.404,United States of America,2024.0,4.0,10.0
Arabidopsis thaliana (L.) Heynh.,42.074179,-86.304594,United States of America,2024.0,4.0,10.0
Arabidopsis thaliana (L.) Heynh.,38.909112,-77.064147,United States of America,2024.0,4.0,10.0
Arabidopsis thaliana (L.) Heynh.,39.316878,-74.591295,United States of America,2024.0,4.0,11.0
Arabidopsis thaliana (L.) Heynh.,41.694415,-70.77194,United States of America,2024.0,4.0,11.0
Arabidopsis thaliana (L.) Heynh.,44.569903,-123.241084,United States of America,2024.0,4.0,9.0
Arabidopsis thaliana (L.) Heynh.,39.900994,-75.021194,United States of America,2024.0,4.0,12.0
Arabidopsis thaliana (L.) Heynh.,40.692894,-73.975263,United States of America,2024.0,4.0,12.0
Arabidopsis thaliana (L.) Heynh.,39.465102,-74.450973,United States of America,2024.0,4.0,13.0
Arabidopsis thaliana (L.) Heynh.,43.202536,-77.594194,United States of America,2024.0,4.0,13.0
Arabidopsis thaliana (L.) Heynh.,43.202438,-77.594701,United States of America,2024.0,4.0,13.0
Arabidopsis thaliana (L.) Heynh.,40.642678,-73.555261,United States of America,2024.0,4.0,14.0
Arabidopsis thaliana (L.) Heynh.,40.984032,-76.933311,United States of America,2024.0,4.0,14.0
Arabidopsis thaliana (L.) Heynh.,40.67736,-73.463566,United States of America,2024.0,4.0,14.0
Arabidopsis thaliana (L.) Heynh.,40.739814,-74.176875,United States of America,2024.0,4.0,15.0
Arabidopsis thaliana (L.) Heynh.,39.709576,-75.119331,United States of America,2024.0,4.0,15.0
Arabidopsis thaliana (L.) Heynh.,40.743107,-74.178453,United States of America,2024.0,4.0,16.0
Arabidopsis thaliana (L.) Heynh.,39.30579,-74.619879,United States of America,2024.0,4.0,16.0
Arabidopsis thaliana (L.) Heynh.,41.787161,-72.914586,United States of America,2024.0,4.0,16.0
Arabidopsis thaliana (L.) Heynh.,42.314438,-71.340783,United States of America,2024.0,4.0,16.0
Arabidopsis thaliana (L.) Heynh.,41.888264,-87.67664,United States of America,2024.0,4.0,15.0
Arabidopsis thaliana (L.) Heynh.,35.790592,-82.6017,United States of America,2024.0,4.0,11.0
Arabidopsis thaliana (L.) Heynh.,35.790517,-82.601442,United States of America,2024.0,4.0,11.0
Arabidopsis thaliana (L.) Heynh.,40.969658,-75.190891,United States of America,2024.0,4.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.853023,-77.812742,United States of America,2024.0,4.0,17.0
Arabidopsis thaliana (L.) Heynh.,41.790019,-72.242117,United States of America,2024.0,4.0,17.0
Arabidopsis thaliana (L.) Heynh.,41.284769,-70.098222,United States of America,2024.0,4.0,1.0
Arabidopsis thaliana (L.) Heynh.,47.686175,-122.268067,United States of America,2024.0,4.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.842075,-73.876551,United States of America,2024.0,4.0,18.0
Arabidopsis thaliana (L.) Heynh.,42.704187,-73.845178,United States of America,2024.0,4.0,18.0
Arabidopsis thaliana (L.) Heynh.,44.605267,-123.237271,United States of America,2024.0,4.0,19.0
Arabidopsis thaliana (L.) Heynh.,41.559259,-72.064253,United States of America,2024.0,4.0,20.0
Arabidopsis thaliana (L.) Heynh.,40.757288,-73.90083,United States of America,2024.0,4.0,20.0
Arabidopsis thaliana (L.) Heynh.,40.744948,-73.920241,United States of America,2024.0,4.0,20.0
Arabidopsis thaliana (L.) Heynh.,41.254292,-73.584113,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,41.738145,-71.43517,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,41.557007,-70.622086,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,40.465853,-79.975156,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,43.561096,-89.655518,United States of America,2024.0,4.0,23.0
Arabidopsis thaliana (L.) Heynh.,44.775484,-123.084875,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,42.770842,-72.5089,United States of America,2024.0,4.0,24.0
Arabidopsis thaliana (L.) Heynh.,45.420293,-122.552949,United States of America,2024.0,4.0,24.0
Arabidopsis thaliana (L.) Heynh.,42.321135,-72.624683,United States of America,2024.0,4.0,25.0
Arabidopsis thaliana (L.) Heynh.,39.665561,-78.463044,United States of America,2024.0,4.0,12.0
Arabidopsis thaliana (L.) Heynh.,43.994718,-122.983315,United States of America,2024.0,4.0,5.0
Arabidopsis thaliana (L.) Heynh.,39.464683,-74.44984,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,42.527182,-85.30088,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,42.89299,-85.738963,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,42.365432,-71.260766,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,40.435122,-79.991716,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,40.435222,-79.991466,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,41.70541,-72.790653,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,43.633334,-116.207653,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,41.433837,-70.604487,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,41.564219,-70.605507,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,40.729648,-73.762483,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,44.731495,-123.150395,United States of America,2024.0,4.0,25.0
Arabidopsis thaliana (L.) Heynh.,40.618674,-73.823737,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,42.481562,-71.472331,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,42.48107,-71.472743,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,42.8264,-85.48688,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,38.486817,-76.590995,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,35.981733,-81.354439,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,44.057435,-123.091897,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,44.472325,-73.195533,United States of America,2024.0,4.0,29.0
Arabidopsis thaliana (L.) Heynh.,42.569493,-72.5374,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,41.26947,-73.119537,United States of America,2024.0,4.0,29.0
Arabidopsis thaliana (L.) Heynh.,40.54423,-79.947379,United States of America,2024.0,4.0,29.0
Arabidopsis thaliana (L.) Heynh.,38.837329,-82.466957,United States of America,2024.0,4.0,26.0
Arabidopsis thaliana (L.) Heynh.,40.072038,-75.227777,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,40.00601,-75.041366,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,40.503833,-74.222874,United States of America,2024.0,4.0,28.0
Arabidopsis thaliana (L.) Heynh.,38.486825,-76.590988,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,41.817238,-72.683165,United States of America,2024.0,4.0,27.0
Arabidopsis thaliana (L.) Heynh.,41.738257,-72.203616,United States of America,2024.0,4.0,24.0
Arabidopsis thaliana (L.) Heynh.,40.700181,-74.133515,United States of America,2024.0,4.0,24.0
Arabidopsis thaliana (L.) Heynh.,37.693375,-89.252756,United States of America,2024.0,4.0,11.0
Arabidopsis thaliana (L.) Heynh.,41.481977,-72.342426,United States of America,2024.0,4.0,21.0
Arabidopsis thaliana (L.) Heynh.,40.743455,-73.806484,United States of America,2024.0,5.0,3.0
Arabidopsis thaliana (L.) Heynh.,40.651692,-76.923507,United States of America,2024.0,5.0,3.0
Arabidopsis thaliana (L.) Heynh.,41.76036,-72.187451,United States of America,2024.0,5.0,3.0
Arabidopsis thaliana (L.) Heynh.,41.799275,-70.626011,United States of America,2024.0,5.0,4.0
Arabidopsis thaliana (L.) Heynh.,47.661577,-117.418209,United States of America,2024.0,5.0,5.0
Arabidopsis thaliana (L.) Heynh.,40.628669,-73.457774,United States of America,2024.0,5.0,7.0
Arabidopsis thaliana (L.) Heynh.,41.008694,-76.58583,United States of America,2024.0,5.0,7.0
Arabidopsis thaliana (L.) Heynh.,40.742928,-73.944017,United States of America,2024.0,5.0,7.0
Arabidopsis thaliana (L.) Heynh.,40.744755,-73.938187,United States of America,2024.0,5.0,7.0
Arabidopsis thaliana (L.) Heynh.,43.507975,-72.095857,United States of America,2024.0,5.0,9.0
Arabidopsis thaliana (L.) Heynh.,41.381041,-71.584773,United States of America,2024.0,5.0,9.0
Arabidopsis thaliana (L.) Heynh.,36.632845,-121.787441,United States of America,2024.0,5.0,11.0
Arabidopsis thaliana (L.) Heynh.,41.432351,-71.291882,United States of America,2024.0,5.0,13.0
Arabidopsis thaliana (L.) Heynh.,40.434626,-79.949781,United States of America,2024.0,5.0,14.0
Arabidopsis thaliana (L.) Heynh.,41.053119,-73.952468,United States of America,2024.0,5.0,14.0
Arabidopsis thaliana (L.) Heynh.,42.459003,-71.3209,United States of America,2024.0,5.0,13.0
Arabidopsis thaliana (L.) Heynh.,41.47942,-71.24179,United States of America,2024.0,5.0,10.0
Arabidopsis thaliana (L.) Heynh.,44.345988,-75.266472,United States of America,2024.0,5.0,15.0
Arabidopsis thaliana (L.) Heynh.,40.167278,-75.428616,United States of America,2024.0,5.0,16.0
Arabidopsis thaliana (L.) Heynh.,44.999845,-123.032036,United States of America,2024.0,5.0,16.0
Arabidopsis thaliana (L.) Heynh.,44.043081,-123.074805,United States of America,2024.0,5.0,17.0
Arabidopsis thaliana (L.) Heynh.,42.166486,-80.085464,United States of America,2024.0,5.0,18.0
Arabidopsis thaliana (L.) Heynh.,41.930373,-80.650444,United States of America,2024.0,5.0,19.0
Arabidopsis thaliana (L.) Heynh.,43.260253,-71.555345,United States of America,2024.0,5.0,22.0
Arabidopsis thaliana (L.) Heynh.,41.466667,-70.564063,United States of America,2024.0,5.0,28.0
Arabidopsis thaliana (L.) Heynh.,45.559491,-84.674724,United States of America,2024.0,5.0,28.0
Arabidopsis thaliana (L.) Heynh.,40.726555,-74.69918,United States of America,2024.0,5.0,29.0
Arabidopsis thaliana (L.) Heynh.,41.594783,-72.049312,United States of America,2024.0,5.0,30.0
Arabidopsis thaliana (L.) Heynh.,46.709842,-121.600538,United States of America,2024.0,5.0,31.0
Arabidopsis thaliana (L.) Heynh.,41.480084,-71.242376,United States of America,2024.0,5.0,10.0
Arabidopsis thaliana (L.) Heynh.,41.480084,-71.242376,United States of America,2024.0,5.0,10.0
Arabidopsis thaliana (L.) Heynh.,35.647267,-118.588555,United States of America,2024.0,5.0,22.0
Arabidopsis thaliana (L.) Heynh.,41.799501,-70.624697,United States of America,2024.0,5.0,5.0
Arabidopsis thaliana (L.) Heynh.,41.393917,-72.014964,United States of America,2024.0,5.0,11.0
Arabidopsis thaliana (L.) Heynh.,47.503536,-122.227508,United States of America,2024.0,6.0,1.0
Arabidopsis thaliana (L.) Heynh.,47.503738,-122.227522,United States of America,2024.0,6.0,1.0
Arabidopsis thaliana (L.) Heynh.,47.765153,-121.907237,United States of America,2024.0,6.0,1.0
Arabidopsis thaliana (L.) Heynh.,47.502311,-122.232924,United States of America,2024.0,6.0,16.0
Arabidopsis thaliana (L.) Heynh.,47.48933,-122.222083,United States of America,2024.0,6.0,18.0
Arabidopsis thaliana (L.) Heynh.,41.608809,-72.23507,United States of America,2024.0,6.0,14.0
Arabidopsis thaliana (L.) Heynh.,47.531115,-122.200515,United States of America,2024.0,8.0,11.0
Arabidopsis thaliana (L.) Heynh.,47.558573,-122.286762,United States of America,2024.0,8.0,20.0
Arabidopsis thaliana (L.) Heynh.,47.505255,-122.245084,United States of America,2024.0,8.0,21.0
Arabidopsis thaliana (L.) Heynh.,47.580658,-122.153344,United States of America,2024.0,9.0,23.0
Arabidopsis thaliana (L.) Heynh.,47.580538,-122.153122,United States of America,2024.0,9.0,24.0
Arabidopsis thaliana (L.) Heynh.,47.550687,-122.196228,United States of America,2024.0,10.0,2.0
Arabidopsis thaliana (L.) Heynh.,47.609572,-122.180533,United States of America,2024.0,10.0,7.0
Arabidopsis thaliana (L.) Heynh.,47.556362,-122.192453,United States of America,2024.0,10.0,11.0
Arabidopsis thaliana (L.) Heynh.,42.301333,-71.208839,United States of America,2024.0,10.0,12.0
Arabidopsis thaliana (L.) Heynh.,47.555387,-122.192733,United States of America,2024.0,10.0,11.0
Arabidopsis thaliana (L.) Heynh.,41.719837,-72.218413,United States of America,2024.0,10.0,16.0
Arabidopsis thaliana (L.) Heynh.,47.508413,-122.234755,United States of America,2024.0,10.0,24.0
Arabidopsis thaliana (L.) Heynh.,41.828995,-71.409683,United States of America,2024.0,10.0,28.0
Arabidopsis thaliana (L.) Heynh.,47.522995,-122.20745,United States of America,2024.0,11.0,3.0
Arabidopsis thaliana (L.) Heynh.,47.973111,-122.206411,United States of America,2024.0,11.0,10.0
Arabidopsis thaliana (L.) Heynh.,47.518508,-122.205658,United States of America,2024.0,11.0,18.0
Arabidopsis thaliana (L.) Heynh.,47.493412,-122.224808,United States of America,2024.0,11.0,19.0
Arabidopsis thaliana (L.) Heynh.,47.515762,-122.202492,United States of America,2024.0,11.0,18.0
Arabidopsis thaliana (L.) Heynh.,47.494638,-122.225913,United States of America,2024.0,12.0,9.0
Arabidopsis thaliana (L.) Heynh.,43.162613,-77.445434,United States of America,2024.0,12.0,30.0
Arabidopsis thaliana (L.) Heynh.,45.489149,-122.747308,United States of America,2023.0,1.0,1.0
Arabidopsis thaliana (L.) Heynh.,40.975594,-73.982233,United States of America,2023.0,1.0,19.0
Arabidopsis thaliana (L.) Heynh.,40.975188,-73.982347,United States of America,2023.0,1.0,19.0
Arabidopsis thaliana (L.) Heynh.,37.346386,-122.153763,United States of America,2023.0,2.0,11.0
Arabidopsis thaliana (L.) Heynh.,47.845382,-122.313384,United States of America,2023.0,2.0,25.0
Arabidopsis thaliana (L.) Heynh.,38.725964,-75.105758,United States of America,2023.0,3.0,1.0
Arabidopsis thaliana (L.) Heynh.,38.609219,-75.844431,United States of America,2023.0,3.0,1.0
Arabidopsis thaliana (L.) Heynh.,35.053627,-78.376457,United States of America,2023.0,3.0,7.0
Arabidopsis thaliana (L.) Heynh.,35.905029,-78.914101,United States of America,2023.0,3.0,11.0
Arabidopsis thaliana (L.) Heynh.,30.287826,-97.737701,United States of America,2023.0,3.0,7.0
Arabidopsis thaliana (L.) Heynh.,37.483985,-93.728842,United States of America,2023.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,40.477946,-74.439997,United States of America,2023.0,3.0,17.0
Arabidopsis thaliana (L.) Heynh.,35.02672,-89.272238,United States of America,2023.0,3.0,20.0
Arabidopsis thaliana (L.) Heynh.,35.833282,-79.220024,United States of America,2023.0,3.0,21.0
Arabidopsis thaliana (L.) Heynh.,45.564851,-122.588838,United States of America,2023.0,3.0,22.0
Arabidopsis thaliana (L.) Heynh.,37.676976,-77.106469,United States of America,2023.0,3.0,22.0
Arabidopsis thaliana (L.) Heynh.,36.079388,-79.813124,United States of America,2023.0,3.0,22.0
Arabidopsis thaliana (L.) Heynh.,35.092855,-83.302305,United States of America,2023.0,3.0,23.0
Arabidopsis thaliana (L.) Heynh.,38.963872,-77.852325,United States of America,2023.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,35.248291,-83.106903,United States of America,2023.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,40.935822,-73.844429,United States of America,2023.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,44.083796,-123.187709,United States of America,2023.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,44.158771,-123.105353,United States of America,2023.0,3.0,24.0
Arabidopsis thaliana (L.) Heynh.,36.344665,-79.265987,United States of America,2023.0,3.0,26.0
Arabidopsis thaliana (L.) Heynh.,36.517273,-87.912913,United States of America,2023.0,3.0,26.0
Arabidopsis thaliana (L.) Heynh.,37.565031,-77.80009,United States of America,2023.0,3.0,25.0
Arabidopsis thaliana (L.) Heynh.,40.73503,-73.773596,United States of America,2023.0,3.0,27.0
Arabidopsis thaliana (L.) Heynh.,41.381162,-72.105658,United States of America,2023.0,3.0,27.0
Arabidopsis thaliana (L.) Heynh.,35.109671,-83.235098,United States of America,2023.0,3.0,27.0
Arabidopsis thaliana (L.) Heynh.,47.584033,-122.158225,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,42.407538,-71.408783,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,38.725267,-75.105331,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,47.158878,-122.540311,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,37.543687,-93.259724,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,39.607155,-75.165613,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,37.552128,-93.257501,United States of America,2023.0,3.0,28.0
Arabidopsis thaliana (L.) Heynh.,40.652119,-73.998542,United States of America,2023.0,3.0,26.0
Arabidopsis thaliana (L.) Heynh.,41.316623,-73.601674,United States of America,2023.0,3.0,29.0
Arabidopsis thaliana (L.) Heynh.,39.077831,-77.471353,United States of America,2023.0,3.0,29.0
Arabidopsis thaliana (L.) Heynh.,36.152869,-79.488339,United States of America,2023.0,3.0,30.0
Arabidopsis thaliana (L.) Heynh.,42.385386,-71.105719,United States of America,2023.0,3.0,30.0
Arabidopsis thaliana (L.) Heynh.,39.275095,-77.543936,United States of America,2023.0,3.0,29.0
Arabidopsis thaliana (L.) Heynh.,38.695788,-77.253371,United States of America,2023.0,3.0,31.0
